edad,ciudad,estrato_socioeconomico,nivel_educacion,estado_civil,personas_a_cargo,tipo_empleo,antiguedad_empleo,salario_mensual,egresos_mensuales,numero_demandas,puntaje_datacredito,numero_propiedades,patrimonio_total,saldo_promedio_banco,valor_inmueble,anos_inmueble,porcentaje_cuota_inicial,valor_cuota_inicial,monto_credito,ltv,plazo_credito,tasa_interes_anual,cuota_mensual,dti,capacidad_ahorro,capacidad_residual,ratio_cuota_ingreso,ratio_patrimonio_deuda,meses_colchon,ratio_cuota_ahorro,ratio_egreso_salario,score_edad,flag_sobreendeudamiento,score_estabilidad_laboral,riesgo_legal,educacion_x_salario,edad_x_antiguedad,ltv_x_puntaje,grupo_edad,rango_salarial,categoria_puntaje,nivel_ltv,nivel_dti,puntaje_riesgo,nivel_riesgo,rechazo_automatico
40,Pereira,3,Profesional,Unión Libre,1,Formal,10.5,5243000,3567000,0,850,0,167800000,13600000,82000000,30,24,19680000.0,62320000.0,76.0,19,8.5,551800,10.52,1676000,1124200,10.52,2.6925545571245184,24.64661109097499,0.329236276849642,68.03356856761397,40,0,125.0,0.0,15.729000000000001,420.0,38.0,Adulto Joven,Medio,Muy Bueno,Medio,Excelente,97.0,Bajo,False
32,Pereira,5,Profesional,Casado,2,Independiente,4.0,5735000,3512000,0,813,1,310400000,30190000,190000000,0,17,32300000.000000004,157700000.0,83.0,17,9.2,1531500,26.7,2223000,691500,26.7,1.968294229549778,19.71269996735227,0.6889338731443995,61.238012205754146,40,0,50.0,0.0,17.205000000000002,128.0,72.21,Adulto Joven,Medio,Muy Bueno,Alto,Aceptable,77.8,Bajo,False
32,Cali,3,Técnico,Unión Libre,1,Informal,1.0,2529000,1761000,0,791,0,51400000,8110000,66000000,33,14,9240000.0,56760000.0,86.0,24,10.87,555500,21.97,768000,212500,21.97,0.9055673009161381,14.5994599459946,0.7233072916666666,69.63226571767497,40,0,10.0,0.0,5.058,32.0,93.74,Adulto Joven,Bajo,Bueno,Alto,Bueno,68.8,Bajo,False
44,Medellín,2,Bachiller,Unión Libre,0,Informal,16.5,1859000,1253000,0,792,1,119400000,4150000,50000000,32,23,11500000.0,38500000.0,77.0,15,9.79,408800,21.99,606000,197200,21.99,3.101298701298701,10.151663405088062,0.6745874587458746,67.40182894029047,40,0,100.0,0.0,1.859,726.0,83.16,Adulto,Muy Bajo,Bueno,Medio,Bueno,75.0,Bajo,False
49,Bogotá,3,Posgrado,Divorciado,0,Formal,16.0,5899000,3310000,0,850,0,273300000,24310000,133000000,10,19,25270000.0,107730000.0,81.0,15,8.94,1088800,18.46,2589000,1500200,18.46,2.5368978000556948,22.327332843497427,0.4205484743144071,56.11120528903204,40,0,125.0,0.0,23.596,784.0,40.5,Adulto,Medio,Muy Bueno,Alto,Excelente,93.0,Bajo,False
35,Cartagena,2,Bachiller,Casado,3,Independiente,1.5,2088000,1466900,0,750,0,26500000,8780000,63000000,49,12,7560000.0,55440000.0,88.0,19,10.74,571100,27.35,621100,50000,27.35,0.47799422799422797,15.373839957975836,1.0940613026819923,70.25383141762453,40,0,25.0,0.0,2.088,52.5,132.0,Adulto Joven,Bajo,Bueno,Alto,Aceptable,49.8,Medio,False
34,Barranquilla,3,Profesional,Unión Libre,4,Informal,2.5,3027000,2153600,0,768,0,48900000,6290000,88000000,14,10,8800000.0,79200000.0,90.0,21,11.3,823400,27.2,873400,50000,27.2,0.6174242424242424,7.639057566188972,1.0877146631439893,71.14634952097786,40,0,25.0,0.0,9.081,85.0,118.8,Adulto Joven,Bajo,Bueno,Alto,Aceptable,47.0,Medio,False
43,Santa Marta,3,Bachiller,Casado,3,Independiente,25.0,2150000,1612000,0,800,0,60400000,2480000,53000000,32,13,6890000.0,46110000.0,87.0,13,10.3,537500,25.0,538000,500,25.0,1.3099110821947517,4.613953488372093,0.9990706319702602,74.9767441860465,40,0,110.0,0.0,2.15,1075.0,87.0,Adulto,Bajo,Bueno,Alto,Bueno,75.0,Bajo,False
24,Cartagena,2,Profesional,Soltero,0,Formal,3.5,3639000,2618000,0,754,0,10000000,17960000,56000000,20,19,10640000.0,45360000.0,81.0,20,9.59,425500,11.69,1021000,595500,11.69,0.2204585537918871,42.209165687426555,0.4167482859941234,71.94284143995603,-30,0,60.0,0.0,10.917,84.0,118.26,Joven,Medio-Bajo,Bueno,Alto,Excelente,78.25,Bajo,False
40,Pereira,2,Técnico,Unión Libre,2,Formal,3.0,2339000,1754000,0,840,0,54600000,2940000,56000000,31,11,6160000.0,49840000.0,89.0,13,9.2,548800,23.46,585000,36200,23.46,1.095505617977528,5.357142857142857,0.9381196581196581,74.98931167165456,40,0,55.0,0.0,4.678,120.0,53.4,Adulto Joven,Bajo,Muy Bueno,Alto,Bueno,67.5,Bajo,False
43,Cartagena,3,Posgrado,Soltero,1,Independiente,10.5,5976000,3949000,0,850,0,225100000,34380000,107000000,0,16,17120000.0,89880000.0,84.0,12,9.11,1028400,17.21,2027000,998600,17.21,2.504450378282154,33.43057176196033,0.5073507646768624,66.0809906291834,40,0,110.0,0.0,23.904,451.5,42.0,Adulto,Medio,Muy Bueno,Alto,Excelente,90.0,Bajo,False
44,Cali,4,Técnico,Casado,1,Formal,9.5,4501000,2945100,0,850,0,154500000,40370000,154000000,3,15,23100000.0,130900000.0,85.0,12,9.22,1505900,33.46,1555900,50000,33.46,1.1802902979373568,26.80788897005113,1.032145305003427,65.43212619417908,40,0,120.0,0.0,9.002,418.0,42.5,Adulto,Medio-Bajo,Muy Bueno,Alto,Límite,62.25,Medio,False
22,Medellín,2,Técnico,Soltero,0,Formal,4.0,3458000,2516000,0,788,0,4800000,7190000,85000000,23,10,8500000.0,76500000.0,90.0,23,10.47,734200,21.23,942000,207800,21.23,0.06274509803921569,9.792971942250068,0.7794055201698514,72.75882012724118,-30,0,65.0,0.0,6.916,88.0,100.8,Joven,Bajo,Bueno,Alto,Bueno,71.0,Bajo,False
30,Santa Marta,3,Bachiller,Casado,1,Independiente,2.0,1917000,1381000,0,786,1,100000000,10090000,56000000,1,20,11200000.0,44800000.0,80.0,19,9.78,433200,22.6,536000,102800,22.6,2.232142857142857,23.291782086795937,0.8082089552238806,72.0396452790819,40,0,30.0,0.0,1.917,60.0,91.2,Joven,Muy Bajo,Bueno,Medio,Bueno,65.4,Bajo,False
29,Barranquilla,2,Profesional,Soltero,0,Formal,2.5,3752000,2674000,0,823,0,33100000,13850000,78000000,23,14,10920000.000000002,67080000.0,86.0,29,9.26,555900,14.82,1078000,522100,14.82,0.4934406678592725,24.914552977154166,0.5156771799628942,71.26865671641791,10,0,50.0,0.0,11.256,72.5,66.22,Joven,Medio-Bajo,Muy Bueno,Alto,Excelente,81.75,Bajo,False
38,Medellín,3,Profesional,Casado,1,Formal,9.0,5836000,3570000,0,850,1,421400000,41570000,129000000,11,18,23220000.0,105780000.0,82.0,17,8.84,1003800,17.2,2266000,1262200,17.2,3.983739837398374,41.412631998406056,0.44298323036187115,61.1720356408499,40,0,115.0,0.0,17.508000000000003,342.0,41.0,Adulto Joven,Medio,Muy Bueno,Alto,Excelente,91.5,Bajo,False
42,Bogotá,2,Técnico,Casado,3,Formal,5.0,3270000,2452000,0,810,0,75800000,9480000,92000000,2,13,11960000.0,80040000.0,87.0,19,9.28,748200,22.88,818000,69800,22.88,0.9470264867566217,12.670408981555735,0.9146699266503667,74.98470948012232,40,0,75.0,0.0,6.54,210.0,78.3,Adulto,Bajo,Muy Bueno,Alto,Bueno,70.5,Bajo,False
52,Bogotá,4,Técnico,Casado,0,Informal,4.5,3565000,1989000,0,849,0,178000000,24700000,130000000,31,22,28600000.0,101400000.0,78.0,12,9.17,1163700,32.64,1576000,412300,32.64,1.755424063116371,21.22540173584257,0.7383883248730965,55.79242636746143,40,0,45.0,0.0,7.13,234.0,39.78,Adulto,Medio-Bajo,Muy Bueno,Medio,Límite,70.6,Bajo,False
33,Cali,1,Bachiller,Unión Libre,1,Independiente,13.0,2167000,1529400,1,715,0,20500000,4590000,57000000,2,10,5700000.0,51300000.0,90.0,15,11.14,587600,27.12,637600,50000,27.12,0.3996101364522417,7.81143635125936,1.0841328413284133,70.5768343331795,40,0,110.0,86.46647167633873,2.167,429.0,166.5,Adulto Joven,Bajo,Bueno,Alto,Aceptable,49.0,Medio,False
33,Bogotá,3,Bachiller,Unión Libre,2,Informal,2.0,2745000,1864200,0,733,0,37500000,4170000,84000000,2,10,8400000.0,75600000.0,90.0,19,11.76,830800,30.27,880800,50000,30.27,0.49603174603174605,5.0192585459797785,1.211078717201166,67.91256830601094,40,0,20.0,0.0,2.745,66.0,150.3,Adulto Joven,Bajo,Bueno,Alto,Límite,36.6,Alto,False
49,Bogotá,4,Técnico,Casado,0,Formal,4.5,3544000,2300000,0,835,1,261800000,20270000,99000000,5,16,15840000.0,83160000.0,84.0,13,8.96,904300,25.52,1244000,339700,25.52,3.1481481481481484,22.415127723100742,0.7269292604501608,64.89841986455983,40,0,70.0,0.0,7.088,220.5,54.6,Adulto,Medio-Bajo,Muy Bueno,Alto,Aceptable,74.75,Bajo,False
40,Medellín,3,Técnico,Divorciado,0,Informal,5.0,2009000,1235000,0,850,0,47700000,5980000,81000000,36,10,8100000.0,63684476.33246366,78.62281028699218,15,10.48,703200,35.0,774000,70800,35.0,0.7490051382535206,8.503981797497156,0.9085271317829458,61.47336983573918,40,0,50.0,0.0,4.018,200.0,39.31140514349609,Adulto Joven,Bajo,Muy Bueno,Medio,Límite,61.0,Medio,False
50,Bogotá,4,Profesional,Casado,2,Formal,32.0,6469000,4357000,0,850,2,601500000,52460000,160000000,1,23,36800000.0,123200000.0,77.0,14,8.52,1258000,19.45,2112000,854000,19.45,4.882305194805195,41.70111287758347,0.5956439393939394,67.351986396661,40,0,125.0,0.0,19.407,1600.0,38.5,Adulto,Medio,Muy Bueno,Medio,Excelente,97.0,Bajo,False
40,Bucaramanga,2,Profesional,Unión Libre,0,Formal,7.0,3429000,2388000,0,829,2,235600000,13800000,70000000,1,21,14700000.0,55300000.0,79.0,16,8.61,531500,15.5,1041000,509500,15.5,4.260397830018083,25.96425211665099,0.510566762728146,69.64129483814523,40,0,95.0,0.0,10.286999999999999,280.0,56.09,Adulto Joven,Bajo,Muy Bueno,Medio,Excelente,92.5,Bajo,False
26,Medellín,4,Técnico,Unión Libre,1,Formal,5.0,4511000,2894000,0,850,1,121300000,28800000,157000000,2,17,26690000.000000004,130310000.0,83.0,28,8.68,1034400,22.93,1617000,582600,22.93,0.930857186708618,27.842227378190255,0.6397031539888682,64.15428951452006,10,0,75.0,0.0,9.022,130.0,41.5,Joven,Medio-Bajo,Muy Bueno,Alto,Bueno,85.5,Bajo,False
24,Cali,2,Bachiller,Soltero,0,Formal,1.0,1629000,1182000,0,713,0,2700000,2030000,44000000,10,10,4400000.0,39600000.0,90.0,25,10.78,381800,23.44,447000,65200,23.44,0.06818181818181818,5.316919853326349,0.8541387024608501,72.55985267034991,-30,0,35.0,0.0,1.629,24.0,168.3,Joven,Muy Bajo,Bueno,Alto,Bueno,51.5,Medio,False
22,Bogotá,2,Bachiller,Unión Libre,0,Formal,4.0,1905000,1291900,0,754,0,1900000,4240000,65000000,40,10,6500000.0,58500000.0,90.0,23,10.51,563100,29.56,613100,50000,29.56,0.03247863247863248,7.529746048659208,1.1421906693711967,67.81627296587926,-30,0,65.0,0.0,1.905,88.0,131.4,Joven,Muy Bajo,Bueno,Alto,Aceptable,51.0,Medio,False
44,Bogotá,6,Posgrado,Unión Libre,2,Formal,13.5,14927000,7220000,0,850,1,1098500000,113200000,550000000,2,17,93500000.0,436190980.6682883,79.30745103059787,11,9.03,5224400,35.0,7707000,2482600,35.0,2.5183922838500417,21.667559911185972,0.6778772544440119,48.36872780866885,40,0,125.0,0.0,59.708,594.0,39.65372551529894,Adulto,Alto,Muy Bueno,Medio,Límite,87.0,Bajo,False
49,Medellín,3,Profesional,Casado,0,Formal,12.0,4645000,2967000,0,850,1,347000000,26180000,146000000,11,24,35040000.0,110960000.0,76.0,14,8.58,1136800,24.47,1678000,541200,24.47,3.1272530641672676,23.029556650246306,0.6774731823599524,63.8751345532831,40,0,125.0,0.0,13.934999999999999,588.0,38.0,Adulto,Medio-Bajo,Muy Bueno,Medio,Bueno,97.0,Bajo,False
56,Bucaramanga,1,Profesional,Casado,2,Informal,7.0,2209000,1657000,0,784,1,166600000,5470000,45000000,30,23,10350000.0,34650000.0,77.0,13,9.85,394700,17.87,552000,157300,17.87,4.808080808080808,13.858626805168482,0.715036231884058,75.01131733816206,-8,0,70.0,0.0,6.627000000000001,392.0,89.32,Adulto Mayor,Bajo,Bueno,Medio,Excelente,72.6,Bajo,False
46,Cartagena,6,Profesional,Casado,1,Independiente,1.5,7236000,3777000,0,833,1,480600000,36150000,225000000,2,21,47250000.0,177750000.0,79.0,16,8.84,1732800,23.95,3459000,1726200,23.95,2.7037974683544306,20.86218836565097,0.5009540329575022,52.19734660033167,40,0,25.0,0.0,21.708,69.0,52.93,Adulto,Medio,Muy Bueno,Medio,Bueno,83.8,Bajo,False
49,Bogotá,2,Técnico,Divorciado,0,Informal,2.5,3164000,2043000,0,803,0,69300000,11680000,94000000,13,14,13160000.000000002,80840000.0,86.0,10,10.06,1071000,33.85,1121000,50000,33.85,0.8572488866897575,10.905695611577965,1.1381509032943677,64.5701643489254,40,0,25.0,0.0,6.328,122.5,83.42,Adulto,Bajo,Muy Bueno,Alto,Límite,50.0,Medio,False
32,Cali,2,Bachiller,Soltero,1,Informal,1.5,2328000,1746000,0,795,0,32200000,9080000,61000000,2,13,7930000.0,53070000.0,87.0,23,10.54,511900,21.99,582000,70100,21.99,0.6067458074241567,17.737839421762065,0.879553264604811,75.0,40,0,15.0,0.0,2.328,48.0,91.35,Adulto Joven,Bajo,Bueno,Alto,Bueno,59.2,Medio,False
26,Bogotá,5,Técnico,Unión Libre,2,Formal,8.0,5631000,3137000,0,843,0,68900000,34460000,135000000,0,18,24300000.0,110700000.0,82.0,20,8.89,988200,17.55,2494000,1505800,17.55,0.6224028906955736,34.87148350536329,0.3962309542902967,55.70946545906589,10,0,105.0,0.0,11.262,208.0,46.74,Joven,Medio,Muy Bueno,Alto,Excelente,90.0,Bajo,False
46,Otras,2,Bachiller,Unión Libre,4,Informal,1.5,1678000,1040700,1,682,0,36500000,920000,50000000,38,10,5000000.0,40170998.632010944,80.3419972640219,10,12.47,587300,35.0,637300,50000,35.0,0.9086156989613485,1.5664907202451899,1.3983333333333334,62.02026221692491,40,0,15.0,86.46647167633873,1.678,69.0,175.14555403556773,Adulto,Muy Bajo,Regular,Alto,Límite,31.2,Alto,False
42,Villavicencio,1,Técnico,Divorciado,1,Informal,8.5,2165000,1624000,0,830,0,44500000,6230000,43000000,32,18,7740000.0,35260000.0,82.0,15,9.85,375700,17.35,541000,165300,17.35,1.2620533182076006,16.582379558158106,0.6944547134935305,75.01154734411085,40,0,85.0,0.0,4.33,357.0,57.4,Adulto,Bajo,Muy Bueno,Alto,Excelente,74.8,Bajo,False
39,Cali,1,Bachiller,Casado,1,Independiente,9.0,2406000,1735200,0,818,0,53000000,4300000,67000000,32,10,6700000.0,60300000.0,90.0,17,10.13,620800,25.8,670800,50000,25.8,0.87893864013267,6.926546391752577,1.0312292358803987,72.11970074812967,40,0,100.0,0.0,2.406,351.0,73.8,Adulto Joven,Bajo,Muy Bueno,Alto,Aceptable,60.8,Medio,False
41,Barranquilla,3,Bachiller,Soltero,0,Informal,23.0,2648000,1711000,2,650,0,71300000,6530000,89000000,17,11,9790000.0,78364461.99829207,88.04995730145177,17,12.47,926800,35.0,937000,10200,35.0,0.9098512027244436,7.045748813120414,0.9891141942369264,64.61480362537765,40,0,100.0,98.16843611112658,2.648,943.0,220.1248932536294,Adulto,Bajo,Regular,Alto,Límite,41.0,Alto,False
41,Bucaramanga,5,Técnico,Soltero,2,Formal,14.0,5848000,3419000,0,844,1,535500000,33400000,205000000,2,24,49200000.0,155800000.0,76.0,13,8.54,1656800,28.33,2429000,772200,28.33,3.4370988446726574,20.159343312409465,0.6820913956360642,58.46443228454172,40,0,125.0,0.0,11.696,574.0,42.56,Adulto,Medio,Muy Bueno,Medio,Aceptable,92.0,Bajo,False
50,Barranquilla,2,Bachiller,Casado,0,Informal,5.0,1625000,1084000,1,700,0,57500000,6830000,50000000,16,18,9000000.0,41000000.0,82.0,14,11.54,493000,30.34,541000,48000,30.34,1.4024390243902438,13.85395537525355,0.911275415896488,66.70769230769231,40,0,50.0,86.46647167633873,1.625,250.0,164.0,Adulto,Muy Bajo,Regular,Alto,Límite,44.0,Alto,False
50,Barranquilla,1,Bachiller,Divorciado,0,Informal,18.5,2228000,1656000,0,788,0,86600000,4790000,48000000,17,18,8640000.0,39360000.0,82.0,14,10.24,441900,19.83,572000,130100,19.83,2.2002032520325203,10.839556460737723,0.7725524475524476,74.32675044883304,40,0,100.0,0.0,2.228,925.0,91.84,Adulto,Bajo,Bueno,Alto,Excelente,71.0,Bajo,False
43,Villavicencio,2,Técnico,Soltero,2,Formal,13.0,2105000,1579000,0,812,0,49800000,4420000,42000000,31,16,6720000.0,35280000.0,84.0,10,8.95,446000,21.19,526000,80000,21.19,1.41156462585034,9.910313901345292,0.8479087452471483,75.01187648456057,40,0,125.0,0.0,4.21,559.0,73.92,Adulto,Bajo,Muy Bueno,Alto,Bueno,78.0,Bajo,False
46,Cali,2,Bachiller,Casado,2,Informal,2.5,1513000,1008900,0,771,1,63400000,3770000,48000000,14,16,7680000.0,40320000.0,84.0,14,10.3,454100,30.01,504100,50000,30.01,1.5724206349206349,8.302136093371503,1.2013227513227513,66.6820885657634,40,0,25.0,0.0,1.513,115.0,108.36,Adulto,Muy Bajo,Bueno,Alto,Límite,45.0,Medio,False
43,Cali,3,Técnico,Unión Libre,3,Formal,14.0,3279000,2375300,0,812,0,120600000,3830000,87000000,17,15,13050000.0,73950000.0,85.0,12,9.29,853700,26.04,903700,50000,26.04,1.6308316430020284,4.486353519971887,1.0410975609756097,72.43976822201891,40,0,125.0,0.0,6.558,602.0,74.8,Adulto,Bajo,Muy Bueno,Alto,Aceptable,68.0,Bajo,False
33,Pereira,4,Técnico,Soltero,3,Formal,5.5,3171000,2318700,0,811,1,156400000,11160000,109000000,25,19,20710000.0,88290000.0,81.0,19,8.87,802300,25.3,852300,50000,25.3,1.7714350436062973,13.910008724915867,1.0117276166456495,73.12204351939451,40,0,80.0,0.0,6.342,181.5,72.09,Adulto Joven,Bajo,Muy Bueno,Alto,Aceptable,61.25,Medio,False
45,Barranquilla,1,Técnico,Unión Libre,0,Formal,11.0,2256000,1644000,0,821,0,67000000,3330000,46000000,57,16,7360000.0,38640000.0,84.0,16,8.89,377800,16.75,612000,234200,16.75,1.7339544513457557,8.814187400741133,0.6173202614379085,72.87234042553192,40,0,125.0,0.0,4.512,495.0,66.36,Adulto,Bajo,Muy Bueno,Alto,Excelente,88.0,Bajo,False
24,Cartagena,3,Posgrado,Soltero,0,Formal,4.5,5771000,3684000,0,808,0,21600000,35380000,90000000,18,18,16200000.0,73800000.0,82.0,21,8.92,649000,11.25,2087000,1438000,11.25,0.2926829268292683,54.514637904468415,0.3109726880689986,63.83642349679432,-30,0,70.0,0.0,23.084,108.0,75.44,Joven,Medio,Muy Bueno,Alto,Excelente,84.75,Bajo,False
48,Bogotá,2,Profesional,Casado,2,Formal,18.0,3725000,2505400,0,832,0,93000000,11250000,116000000,53,13,15080000.0,100920000.0,87.0,12,9.37,1169600,31.4,1219600,50000,31.4,0.9215219976218787,9.618673050615595,1.256283566058002,67.25906040268457,40,0,125.0,0.0,11.175,864.0,59.16,Adulto,Medio-Bajo,Muy Bueno,Alto,Límite,63.0,Medio,False
26,Medellín,4,Bachiller,Unión Libre,1,Formal,4.5,3503000,2476000,0,775,0,16900000,13750000,102000000,14,10,10200000.0,91800000.0,90.0,23,10.51,883600,25.22,1027000,143400,25.22,0.1840958605664488,15.561339972838388,0.8603700097370983,70.682272337996,10,0,70.0,0.0,3.503,117.0,112.5,Joven,Medio-Bajo,Bueno,Alto,Aceptable,61.75,Medio,False
40,Bogotá,6,Posgrado,Soltero,0,Formal,5.5,18478000,9783000,0,850,0,846300000,111960000,563000000,4,23,129490000.0,433510000.0,77.0,14,8.5,4421400,23.93,8695000,4273600,23.93,1.952204101404812,25.322296105306012,0.5084991374353076,52.94404156293972,40,0,80.0,0.0,73.912,220.0,38.5,Adulto Joven,Alto,Muy Bueno,Medio,Bueno,90.25,Bajo,False
29,Medellín,1,Profesional,Unión Libre,0,Formal,6.0,2257000,1626000,0,825,0,22300000,3020000,75000000,1,10,7500000.0,67500000.0,90.0,24,9.55,598200,26.5,631000,32800,26.5,0.33037037037037037,5.04847876964226,0.9480190174326466,72.0425343376163,10,0,85.0,0.0,6.771000000000001,174.0,67.5,Joven,Bajo,Muy Bueno,Alto,Aceptable,64.0,Medio,False
43,Medellín,6,Profesional,Casado,0,Informal,5.0,8392000,4549000,0,832,1,821000000,52820000,285000000,2,24,68400000.0,216600000.0,76.0,18,9.28,2066400,24.62,3843000,1776600,24.62,3.7903970452446907,25.56136275648471,0.5377049180327869,54.20638703527169,40,0,50.0,0.0,25.176,215.0,51.68,Adulto,Medio-Alto,Muy Bueno,Medio,Bueno,86.0,Bajo,False
37,Otras,1,Técnico,Casado,2,Informal,5.5,1868000,1401000,0,781,0,23600000,4550000,37000000,22,13,4810000.0,32190000.0,87.0,18,10.99,342600,18.34,467000,124400,18.34,0.7331469400434918,13.280793928779918,0.7336188436830835,75.0,40,0,55.0,0.0,3.736,203.5,103.53,Adulto Joven,Muy Bajo,Bueno,Alto,Excelente,67.4,Bajo,False
22,Cali,2,Técnico,Soltero,0,Informal,1.0,2629000,1732000,0,756,0,2200000,5010000,78000000,49,10,7800000.0,70200000.0,90.0,24,11.16,701600,26.69,897000,195400,26.69,0.03133903133903134,7.140820980615736,0.7821627647714604,65.88056295169265,-30,0,10.0,0.0,5.258,22.0,129.6,Joven,Bajo,Bueno,Alto,Aceptable,55.8,Medio,False
42,Bucaramanga,4,Profesional,Soltero,0,Formal,24.0,8033000,4927000,0,848,0,222600000,82630000,123000000,29,21,25830000.0,97170000.0,79.0,17,8.54,904400,11.26,3106000,2201600,11.26,2.2908305032417413,91.36444051304733,0.29117836445589185,61.33449520727001,40,0,125.0,0.0,24.098999999999997,1008.0,41.08,Adulto,Medio-Alto,Muy Bueno,Medio,Excelente,97.0,Bajo,False
32,Bogotá,5,Posgrado,Soltero,1,Formal,5.5,9680000,4719000,0,850,3,1317600000,103530000,309000000,14,21,64890000.0,244110000.0,79.0,24,8.5,1989700,20.55,4961000,2971300,20.55,5.39756667076318,52.03296979444137,0.40106833299737954,48.75,40,0,80.0,0.0,38.72,176.0,39.5,Adulto Joven,Medio-Alto,Muy Bueno,Medio,Bueno,90.25,Bajo,False
46,Pereira,2,Bachiller,Soltero,0,Informal,1.5,1511000,1027000,0,755,1,86800000,3150000,45000000,8,21,9450000.0,35550000.0,79.0,11,9.96,444300,29.4,484000,39700,29.4,2.4416315049226442,7.089804186360567,0.9179752066115703,67.96823295830576,40,0,15.0,0.0,1.511,69.0,114.55,Adulto,Muy Bajo,Bueno,Medio,Aceptable,58.2,Medio,False
38,Cali,2,Bachiller,Soltero,0,Formal,20.0,3097000,2196000,0,784,0,44100000,6690000,70000000,12,11,7700000.0,62300000.0,89.0,21,10.32,605800,19.56,901000,295200,19.56,0.7078651685393258,11.043248596896666,0.6723640399556049,70.90732967387795,40,0,125.0,0.0,3.097,760.0,103.24,Adulto Joven,Bajo,Bueno,Alto,Excelente,83.0,Bajo,False
41,Barranquilla,1,Técnico,Casado,1,Formal,20.0,1898000,1424000,0,819,1,111700000,2780000,45000000,2,21,9450000.0,35550000.0,79.0,15,8.56,351300,18.51,474000,122700,18.51,3.142053445850914,7.913464275547964,0.7411392405063291,75.0263435194942,40,0,125.0,0.0,3.796,820.0,63.99,Adulto,Muy Bajo,Muy Bueno,Medio,Excelente,87.0,Bajo,False
28,Bogotá,5,Profesional,Unión Libre,1,Formal,2.5,7831000,4315000,0,848,0,113600000,27680000,197000000,11,13,25610000.0,171390000.0,87.0,23,9.21,1496900,19.12,3516000,2019100,19.12,0.6628158002217166,18.49154920168348,0.42573947667804324,55.10151960158345,10,0,50.0,0.0,23.493000000000002,70.0,45.24,Joven,Medio,Muy Bueno,Alto,Excelente,81.75,Bajo,False
32,Cali,2,Bachiller,Unión Libre,3,Informal,1.5,1467000,960700,0,722,0,15100000,3200000,43000000,26,10,4300000.0,38700000.0,90.0,15,11.67,456300,31.1,506300,50000,31.1,0.39018087855297157,7.012930089853167,1.243324250681199,65.48738922972052,40,0,15.0,0.0,1.467,48.0,160.2,Adulto Joven,Muy Bajo,Bueno,Alto,Límite,36.2,Alto,False
33,Cali,2,Técnico,Soltero,1,Informal,1.0,3039000,2279000,0,760,1,128200000,6980000,78000000,2,20,15600000.0,62400000.0,80.0,19,10.41,629100,20.7,760000,130900,20.7,2.0544871794871793,11.09521538706088,0.8277631578947369,74.99177360974004,40,0,10.0,0.0,6.078,33.0,112.0,Adulto Joven,Bajo,Bueno,Medio,Bueno,63.8,Medio,False
46,Cali,1,Bachiller,Casado,1,Informal,4.0,1199000,814100,0,791,0,24500000,4120000,34000000,37,13,4420000.0,29580000.0,87.0,15,10.93,334900,27.93,384900,50000,27.93,0.828262339418526,12.30217975515079,1.1163333333333334,67.89824854045038,40,0,40.0,0.0,1.199,184.0,94.83,Adulto,Muy Bajo,Bueno,Alto,Aceptable,51.2,Medio,False
54,Santa Marta,2,Profesional,Casado,0,Informal,3.0,3162000,2186000,0,829,0,81700000,13680000,63000000,58,21,13230000.0,49770000.0,79.0,10,9.35,639900,20.24,976000,336100,20.24,1.6415511352220213,21.37834036568214,0.6556352459016394,69.13345983554711,40,0,30.0,0.0,9.486,162.0,56.09,Adulto,Bajo,Muy Bueno,Medio,Bueno,79.4,Bajo,False
29,Manizales,3,Profesional,Unión Libre,1,Informal,2.0,3612000,2288000,1,700,0,50000000,39380000,73000000,4,30,21900000.0,51100000.0,70.0,28,10.89,487100,13.49,1324000,836900,13.49,0.9784735812133072,80.84582221309793,0.3679003021148036,63.34440753045404,10,0,20.0,86.46647167633873,10.836,58.0,140.0,Joven,Medio-Bajo,Regular,Bajo,Excelente,70.6,Bajo,False
48,Montería,2,Técnico,Soltero,0,Informal,2.5,1893000,1232000,0,811,0,38200000,4540000,57000000,53,10,5700000.0,51300000.0,90.0,15,10.57,569300,30.07,661000,91700,30.07,0.7446393762183235,7.974705779026875,0.8612708018154311,65.08188061278393,40,0,25.0,0.0,3.786,120.0,80.1,Adulto,Muy Bajo,Muy Bueno,Alto,Límite,52.0,Medio,False
22,Barranquilla,2,Bachiller,Unión Libre,1,Formal,4.0,1748000,1241900,0,742,0,2500000,3680000,52000000,55,10,5200000.0,46800000.0,90.0,24,10.81,456100,26.09,506100,50000,26.09,0.053418803418803416,8.068406051304539,1.0437070938215103,71.04691075514874,-30,0,65.0,0.0,1.748,88.0,142.2,Joven,Muy Bajo,Bueno,Alto,Aceptable,46.0,Medio,False
26,Montería,2,Profesional,Soltero,1,Independiente,4.0,3124000,2336000,0,786,0,12000000,15580000,59000000,31,17,10030000.0,48970000.0,83.0,27,10.08,440700,14.11,788000,347300,14.11,0.2450479885644272,35.35284774222827,0.5592639593908629,74.77592829705506,10,0,50.0,0.0,9.372,104.0,94.62,Joven,Bajo,Bueno,Alto,Excelente,72.8,Bajo,False
